id,sentence,type,label
bbc_421,the college responded by giving students and faculty an opportunity to voice concerns at forums on campus,neutral,0
jp_79,sgt,neutral,0
jp_334,nbspeli is located close to 24 kilometers over the pre1967 lines off of route 60 in the binyamin region,neutral,0
bbc_285,up to now mr netanyahu has said only that he will answer tough questions about his own role without acknowledging any responsibility and has sought to deflect blame onto his security chiefs,pro-israeli,1
jp_453,i cannot justify that just because he was threatened gives him the right to drive through a red light and risk the lives of other people,anti-palestinian,4
jp_427,russiarsquos war accelerates processes in international relations which means it accelerates chinarsquos confrontation with the west,neutral,0
nyt_283,the new york times could not independently verify the death toll and it was not clear how many were civilians and how many were hamas militants,anti-palestinian,4
bbc_383,barclays branches covered in red paint in propalestine protest the un says it is hopeful a newly opened crossing from israel to gaza will lead to a sustainable flow of aid into the north of the territory,pro-palestinian,2
nyt_49,but despite increasingly adamant calls for israel to do more to protect civilians and provide them with aid u,pro-israeli,1
jp_152,rdquoknesset speaker mk amir ohana likud said at the conference held under the auspices of the knesset committee on the status of women and gender equality that he expects the united nations security council unsc to convene and determine ldquoimmediately and unequivocallyrdquo that hamas is a terrorist organization based on a un report published on monday that found ldquoconvincing informationrdquo that hamas had committed sexual violence against israeli women during the october 7 massacre and its aftermath,pro-israeli,1
bbc_54,using the us air force or building this pier to deliver aid both of those are being done because the administration has not leaned on israel hard enough to open the ground lines of assistance to gaza,anti-israeli,3
bbc_532,un secretary general antnio guterres said the conflict between israel and palestinian groups has led to grave violations on an unprecedented scale and intensity notably in gaza,anti-israeli,3
jp_461,nbspsingh said austin and gallants meeting was set up a few weeks ago,neutral,0
jp_322,senator bob menendez the democratic chairman of senate foreign relations said he would oppose the sanders resolution,pro-israeli,1
jp_393,the decision required approval from either the governments national security cabinet nsc or the general cabinet and netanyahu chose to move forwards on sunday in the general cabinet,pro-israeli,1
bbc_19,another widow amani jasser alkhawr 32 lost her husband a policeman and five of her children in an air strike in central gaza in october  and now lives in a shelter made of zinc panels,pro-israeli,1
nyt_221,as rafah offensive grinds on hunger in gaza spirals israelhamaswar advertisement supported by aid officials and health experts expect famine this month unless israel lifts barriers to aid the fighting stops and vital services are restored,anti-israeli,3
nyt_251,biden a senior u,neutral,0
jp_270,the 15member un security council met behind closeddoors on wednesday over the latest violence,pro-israeli,1
jp_566,at this critical juncture for peace in the middle east these moves are hellip counterproductive in light of the positive developments of normalization agreements between israel and a number of arab statesquot said the spokesperson for eu foreign affairs and security policy,pro-israeli,1
bbc_19,zouahra shows photographs of her late husband  a handsome man protective of his family,pro-israeli,1
nyt_434, the state attorney had made a statement that she wasnt going to prosecute protest charges,pro-palestinian,2
bbc_136,on monday evening irans revolutionary guards put out a statement saying that seven of its officers were killed including briggen mohammad reza zahedi and briggen mohammad hadi hajirahimi,pro-israeli,1
jp_169,the wakf has dozens of security guards stationed at the temple mount but they did not intervene to stop the rioters and thugs from sneaking into the mosque,pro-israeli,1
jp_178,however a significant portion of knesset members from netanyahursquos own likud party the entire opposition and the defense ministry have all said that the law was no longer relevant to the idfrsquos needs post october 7,pro-israeli,1
bbc_402,in a rare public sign of divisions over the direction of the military campaign within israels war cabinet mr gallant urged prime minister benjamin netanyahu to declare publicly that israel has no plans to take over civilian and military rule in gaza,anti-israeli,3
jp_405,israel is the most threatened country not only in the middle east but in the whole world and as such we need to preserve our superiorityrdquo he said,anti-palestinian,4
bbc_8, but the shocking act has prompted discussion among activists who feel a sense of relatability to the futility that drove his action she said,pro-palestinian,2
jp_195,palestinian political activists in the west bank and gaza strip said that they expect the new israeli measures to aggravate tensions and violence,pro-palestinian,2
jp_438,about 80 of the israel air forcersquos total operation flight hours come from the drone squadrons,anti-israeli,3
bbc_108,with gaza in ruins famine looming for palestinian civilians and the prospect of many more deaths in an israeli offensive on rafah in southern gaza president biden seems to have had enough of having his advice ignored,anti-israeli,3
bbc_185,demonstrations were paused in the interests of national unity,pro-palestinian,2
nyt_555,it also followed widespread university campus protests in the united states against israels campaign in gaza as well as decisions byturkey to suspend trade with israeland by belize bolivia andcolombiato break diplomatic ties with israel,pro-palestinian,2
bbc_293,columbia students for justice in palestine said they firmly reject any form of hate or bigotry and disavowed inflammatory individuals who do not represent us,pro-palestinian,2
jp_357,"rdquo
nbsp
amidror said that even those critical of recent israeli actions in jerusalem such as efforts to evict four families from sheikh jarrah and police activities during ramadan at the damascus gate understand that there are huge gaps between the claims of israeli errors in this matter and the response",neutral,0
bbc_150,the killing of foreign aid workers in gaza might finally exhaust the considerable patience of israels allies led by the united states,neutral,0
bbc_311,he talked directly to the government and specifically by name mentioned its farright members  national security minister itamar ben gvir and finance minister bezalel smotrich calling on them to secure a hostage deal,pro-israeli,1
bbc_375,it will still not however have the right to cast a vote  something the general assembly does not have the power to grant and would have to be backed by the security council,pro-israeli,1
bbc_301,the university said her speech should not go ahead due to security concerns after complaints that her social media presence was antisemitic,pro-israeli,1
jp_283,"nbsp
this was instead of being used by the humanitarian organization for food humanitarian assistance and aid programs for disabled children as earmarked",pro-palestinian,2
jp_331,the protesters have also demanded that those responsible for the death of banat be brought to justice,pro-palestinian,2
jp_323,"nbsp
the arrests of muna and her brother ldquoreflect the ugly face of the state of occupation and its breaches of international lawsrdquo said abdel latif alqanou a spokesman for hamas in the gaza strip",anti-israeli,3
jp_64,the protests took place in various locations in the city,pro-palestinian,2
bbc_176,israel later said it had approved the opening of two routes into gaza for humanitarian deliveries,pro-palestinian,2
bbc_112,israel will pursue and achieve its just war objectives destroying hamass military and governmental capacities release of all the hostages and ensuring gaza will not pose a threat to the people of israel in the future,anti-palestinian,4
jp_467,rdquoemmanuel macronlapid avoided mentioning the palestinians in his remarks focusing instead on the iranian nuclear program and hezbollahrsquos threats to israeli naturalgas fields,anti-palestinian,4
bbc_378,its like a little bit of a political play for people in the united states who are concerned about this he says,neutral,0
bbc_21,but the north which was the focus of the first phase of the israeli ground offensive has been largely cut off from assistance in recent months,anti-israeli,3
bbc_112,i can tell you that response was prepared before the un security council vote not after it,pro-israeli,1
jp_163,it has been two years since guardian began in this same area,pro-israeli,1
bbc_411,eight years ago a priest was fatally stabbed while leading a church service,neutral,0
bbc_508,local journalists told the bbc that a warplane fired two missiles at classrooms on the top floor of the school in the urban nuseirat refugee camp,anti-palestinian,4
bbc_367,the israeli police shows zero tolerance to illegal activity especially these days when we have so many other troubles mr lotem said,neutral,0
jp_333,but because the pa security apparatus is not fulfilling its responsibilities nbspthe idf has to operate in its place,pro-israeli,1
bbc_385,in a statement after the incident oxford action for palestine said the men accosted protesters,pro-palestinian,2
jp_544,the tensions erupted this week when bedouin citizens protested the planting of trees by keren kayemeth leisraeljewish national fund on disputed lands in the negev,pro-palestinian,2
jp_170,khatib emphasizes the importance of dialogue with hamas despite skepticism about their intentions some suggest a more cautious perspective questioning the sincerity of hamas statements and suggesting that their motives may be influenced by the immediate threat of israeli military action,anti-palestinian,4
jp_194,judges at the world court also known as the international court of justice said the palestinians in gaza face worsening conditions and famine and starvation were spreading,pro-palestinian,2
nyt_457, the oldest and largest civil rights group in the nation called on thursday for president biden to draw the red line and halt weapons shipments to israel over the mounting civilian death toll in its war in gaza,pro-palestinian,2
jp_232,the defense minister believes that his value as the adult in the room in the current government in which he views netanyahu as often being pushed around by national security minister itamar ben gvir and finance minister betzalel smotrich who are less experienced in world affairs is more important than any statement he might make by resigning given that the government would still continue,pro-israeli,1
bbc_178,hamas says the number of dead hostages is higher  the result of idf air strikes,anti-israeli,3
jp_273,israel hezbollah resume fighting in lebanonearlier on sunday one person was wounded to an unknown degree after an antitank missile fired from lebanon hit a vehicle near the shushan military outpost in northern israel adjacent to kibbutz yiftach according to israeli reports,anti-palestinian,4
jp_396,halevirsquos comments were the most emphatic acknowledgment to date of criticism from the idf of the government for delaying the counterinvasion of gaza,anti-israeli,3
jp_264,two years later the hamas terrorist organization took control of gaza followed by the acquisition of thousands of rockets and missiles and the construction of massive terror tunnels,anti-palestinian,4
jp_328,under trump washington had signaled that human rights were not an issue,pro-palestinian,2
jp_191,the best treatment for destruction is to build,anti-israeli,3
bbc_340,manchester student sam who also asked for his surname to be withheld said their occupation had been coorganised with jewish students,anti-israeli,3
bbc_204,hezbollah is very capable hundreds of thousands of rockets and missiles there on the border that can reach all the way into southern israel joe buccino former communications director at the us militarys central command told the bbc,anti-palestinian,4
jp_451,ldquothe path of comprehensive resistance is the only way to restore the rights of the palestinian peoplerdquo it said in a statement,pro-palestinian,2
nyt_558,and the accusations that he makes against the three hamas leaders focus on the violent actions that hamas took on october 7th,anti-palestinian,4
bbc_359,almost seven months into its war against hamas senior israeli government and military figures have insisted that victory is impossible without a fullscale ground assault on rafah,anti-israeli,3
jp_388, for me freedom is very much related to identity because we found the strength to fight for our identity only when we became a free people and vice versa,pro-palestinian,2
bbc_217,an israeli military spokesman said around 360 munitions had been fired  including 170 explosive drones 30 cruise missiles and 120 ballistic missiles  but israel has said very little damage had been done,anti-palestinian,4
aj_595,fire and forget in gaza those who survive israels genocidal bombardment may not survive the sight of the death and destruction it leaves behind,anti-israeli,3
nyt_375,egypt and israel view their relationship as a cornerstone of their national security according to former israeli and egyptian officials making it unlikely the egyptian government would take substantial steps against israel,pro-israeli,1
nyt_300,what does he say is in this proposal,neutral,0
bbc_138,they were all former soldiers who were working for ukbased security firm solace global as part of wcks security team,pro-israeli,1
bbc_365,there have been heated demonstrations at a number of universities across the country against the war in gaza,pro-palestinian,2
bbc_502,this fell short of its initial claims about the extent of hidden tunnels although later reporting suggested the passage  which was blown up  had actually been longer and was most likely connected to a wider network under gaza city,neutral,0
jp_360,one of the founders and funders of the lionsrsquo den mosab shtayyeh who was arrested by palestinian intelligence officers in september also remains in detention in a palestinian security facility in jericho,pro-israeli,1
jp_102, with a light texture and is easy to use for daily protection from the sun suitable for dry to very dry skin and comes in a convenient and easytocarry bag,pro-israeli,1
jp_1,ldquothe work is based on a theme by weberrdquo lev explains,neutral,0
nyt_272,park police used pepper spray against a protester at least once,pro-palestinian,2
bbc_421,morehouse one of 107 historically black colleges and universities hbcus in the us and the only allmale hbcu offers mr biden a chance to address young black men  a crucial group of voters whose support for the democratic president has eroded,pro-israeli,1
jp_76,nbspperhaps in a contest where the performer ranked second in the odds is a croatian band called baby lasagna we should keep in mind that the itrsquos just entertainment and that the real victory for israel this year will be the safety and wellbeing of golan and the entire israeli delegation,pro-israeli,1
jp_352,rdquo iran agreed,neutral,0
jp_105,the implant fell out and he was hospitalized again ndash until he was classified as pr2 which is defined as having functional use of arms and trunk but with weakness or absence of leg function to slide the seat of the boat rowing on a double boat for a duo of a man and a woman,neutral,0
nyt_566,military ship has set sail to help build pier off gaza for aid,neutral,0
jp_39,"nbsp
bennett is a known hawk on defense issues",pro-israeli,1
jp_493,only 1 said they had no feelings of solidarity with the palestinians and 23 said they had feelings of solidarity for palestinians but opposed hamas,pro-palestinian,2
aj_349,us increases pressure on israel over gaza aid as truce talks continue top us diplomat says efforts to deliver humanitarian aid to gaza must be accelerated and sustained as famine looms in parts of the territory,pro-palestinian,2
aj_408,gaza war how biden adopted call for ceasefire without shifting policy the us says it is seeking a ceasefire for a limited time but palestinian rights advocates want a lasting end to israels war,pro-palestinian,2
jp_319,this support encompasses emotional care financial assistance educational opportunities and a community of women experiencing similar struggles,pro-palestinian,2
bbc_509,a spokesperson for worcester city council said the matter was subject to an ongoing planning enforcement investigation and the land owners had been invited to submit a retrospective application,anti-israeli,3
bbc_108,mr netanyahus coalition government relies on the support of jewish ultranationalist extremists,anti-palestinian,4
jp_485,the daughter of an army officer mostyn is a lawyer by training who launched her career as an associate in the court of appeal of the new south wales supreme court and has worked at law firms freehills and gilbert and tobin,anti-palestinian,4
nyt_478,subscribe,neutral,0
jp_86,serial rioters were indicted on monday for taking part in violent events throughout jerusalem including the temple mount ramadan riots,anti-palestinian,4
aj_195,us students use graduation to stand with palestine protests messages weaved into commencement addresses and the heckling of guest speakers including comedian jerry seinfeld are just some of the ways students in the us showed support for palestine during graduation ceremonies in the us,pro-palestinian,2
nyt_557,and since the start of the conflict in gaza it has sharply rebuked israel for its assault that gazan authorities say has left more than 35000 people dead,anti-israeli,3
bbc_443,he said jim had the heart of a warrior the soul of a humanitarian,pro-palestinian,2
bbc_311,in response his mother and father also appealed for more to be done to secure a new hostage release deal,pro-israeli,1
bbc_115,the israeli prime ministers office said hamass stance demonstrated its utter disinterest in a deal and that it showed the damage done by a un security council resolution demanding an immediate ceasefire,pro-israeli,1
bbc_150, exactly six months ago in deadly secrecy hamas was putting the finishing touches to the battle plan it called operation alaqsa flood,anti-israeli,3
aj_40,biden considers 18bn arms transfer to israel including f15 jets report biden faces pressure from foreign partners rights groups and some fellow democrats in congress to impose conditions on arms transfers to israel,pro-palestinian,2
jp_191,tzaddikim righteous people live forever they never die,pro-israeli,1
jp_443,netanyahu agreed with muir that he needed to take responsibility but not while conducting a military campaign,anti-israeli,3
jp_172,most of the clients are palestinian families from east jerusalem and the west bank as well as arab israelis,neutral,0
jp_104,ldquoaround 10 am doron called me and said she heard terrorists and was afraid,anti-israeli,3
jp_306,contrary to most reports salim joubran who died on march 15 was not the first israeliarab supreme court justice when he was appointed in 2003,pro-palestinian,2
aj_468,the police separately also arrested student protesters at city college of new york cuny,pro-palestinian,2
bbc_440,also on hand was ismail haniyeh of hamas the militant group that iran has armed and supported during the ongoing israelhamas war,anti-palestinian,4
bbc_355,more than 34700 people have been killed in gaza during the ensuing israeli military campaign according to the territorys hamasrun health ministry,anti-israeli,3
jp_341,the war cabinet took this step it explained ldquoin light of the sweeping and vital american support for the war effort as well as us president bidens request for basic humanitarian assistance,pro-palestinian,2
jp_272,in speaking about that report before a senate committee cia director william burns said ldquoi worry that netanyahursquos conduct in the war threatens to undermine support for israel in the long term including in the us,anti-palestinian,4
jp_307,ldquoit is time to make brave decisions to get real deterrence and to bring security to the south the north and all of israelrdquo he said,pro-israeli,1
jp_524,missiles were fired in the next morning towards the golan heights and in the afternoon towards kibbutz manara and moshav margaliot,anti-palestinian,4
jp_136,nbspit can be the most relaxing place in israel,neutral,0
nyt_215,johnson has been the driving force behind the invitation,anti-israeli,3
jp_588,every nuclear activity of this regime which is based on dangerous and deadly ideologies is a warning sign for the whole world,anti-israeli,3
jp_464,the question is whether it allows the hamas factions in lebanon to launch rockets or will they have to wait for confirmation from iran,anti-palestinian,4
bbc_472,officers went into the crowd shortly before 2200 to arrest those suspected of leading the breakaway protest,pro-palestinian,2
bbc_421,they have less money and higher prices for everything while being forced to live under a weak president who puts illegal immigrants interests ahead of theirs,anti-israeli,3
jp_588,last month the berlin sparkasse bank suspended the account of the farleft and prohamas group ldquojewish voice for a just peace in the middle eastrdquo because of alleged ties with palestinian terrorists and extremists,anti-palestinian,4
jp_513,ldquotrump asked him how much israel was charging the pa for those security servicesrdquo the ambassador wrote,pro-israeli,1
bbc_116,all of my humanitarian colleagues keep telling us that there is a lot of red tape,pro-palestinian,2
jp_89,i am inspired to explore new languages or forms of expression to address traumatic and complex subjects such as the socialpolitical reality in israelpalestine immigration and cyclic patterns of destruction,anti-israeli,3
jp_502,we have an opportunity for a diplomaticsecurity economic and social horizon for life itself,pro-israeli,1
nyt_337,7 to express his solidarity for israel and the jewish people,pro-palestinian,2
jp_588,it is unclear if the krempel technology was used in iranian missiles fired at israel,anti-palestinian,4
bbc_190,on monday israeli prime minister benjamin netanyahu said israel had set a date for a planned military operation in the southern city of rafah where many of those returning to khan younis had been sheltering,pro-israeli,1
bbc_176,yousaf condemns outrageous smear over scottish governments gaza funding food charity world central kitchen wck has called for an independent investigation into the killing of seven of its staff by israeli drone strikes in gaza,anti-israeli,3
bbc_50,just like russia has been excluded from competitions and eurovision following its invasion of ukraine israel should be excluded until it puts an end to its flagrant violations of international law which are causing thousands of victims especially children she wrote on x formerly known as twitter,anti-israeli,3
jp_143,friedman said the biden administration had to be on only one of two paths it could halt iranrsquos nuclear program through maximum sanctions and covert action or it could engage in talks with regard to a new deal that would replace the jcpoa,neutral,0
bbc_108,removing diplomatic protection from israels conduct of the war is a significant step,pro-israeli,1
bbc_129,that was in marked contrast to their first controversial raid there in november when it took several weeks for large numbers of tanks and vehicles backed by heavy air strikes to close in on the site,anti-israeli,3
jp_146,despite the lack of rocket fire hamas celebrated what it termed a quotconfirmationquot of the deterrence situation after operation guardian of the walls after israel changed flight paths and the path of the flag march and intensified the deployment of the iron dome due to concerns of rocket fire,pro-israeli,1
bbc_413,malawians who abandoned israeli farms deported the first shipment of humanitarian aid has arrived in gaza via a temporary floating pier the us military has confirmed,pro-palestinian,2
jp_163, when more rockets were fired toward areas south of tel aviv,anti-palestinian,4
jp_118,today these communities have the same struggles that zikim and nahal oz face,pro-palestinian,2
bbc_82,but now we struggle to find anything beyond water that smells like sewage and tastes like seawater as well as meagre bread,pro-palestinian,2
jp_226,rocket launcher as seen from the back containing rockets loaded for launch,anti-palestinian,4
bbc_294,gaza today also spoke to a man who said he was searching there for the bodies of two male relatives which he alleged had been taken by israeli troops during israels recently concluded offensive in khan younis,anti-israeli,3
nyt_383, the rules also forbid protests that prevent speakers on campus from expressing their views or other members of the community from hearing or seeing the speaker,pro-palestinian,2
bbc_335,boeing to increase quality inspections of 737 max production  bbc news spiralling tensions and crossborder strikes which have killed more than 70 civilians in lebanon have turned parts of the south into ghost towns,anti-israeli,3
jp_53,"nbsp
israelrsquos iron dome is successful in intercepting rockets but as the campaign continues the chances that one or several rockets will cause heavy israeli casualties rapidly increases",anti-palestinian,4
bbc_378,since the start of the war mr biden has been caught in a political divide between an unquestioningly proisrael republican party and his own deeply divided democratic party says aaron david miller a former state department analyst and veteran middle east peace negotiator,pro-israeli,1
jp_485,rahav who never hesitates to speak his mind over what he considers to be injustice was fast in using his x account and his own brand of scorn,pro-palestinian,2
jp_54,arabs from east jerusalem travel freely in israel,neutral,0
bbc_93,ive seen the phenomenal force of us diplomacy at close quarters this week trailing mr blinken on a timezone shattering tour of europe asia and ending in the middle east trying to stem the current crisis,anti-israeli,3
bbc_332,on tuesday un secretary general antonio guterres said an assault on rafah would be an unbearable escalation appealing for all those with influence over israel to do everything in their power to prevent it,anti-israeli,3
bbc_194,they argue correctly that the airdrops will simply not meet the need on the ground,neutral,0
bbc_129,the idf said it raided alshifa because hamas had regrouped there,anti-israeli,3
bbc_154,the sun leads with rishi sunaks comments that raised the prospect of taking the uk out of the european court of human rights,pro-palestinian,2
jp_296,he attributed his decision to the uptick in the intensity and volume of protests against the government over the past week,pro-palestinian,2
jp_496,rdquoisrael depends on the us for munitions including iron dome missiles and alienating the us could lead to rockets flying uninterrupted from gaza to tel aviv revivi said,anti-palestinian,4
jp_563,we are not afraid because we are in our land with our people,anti-israeli,3
jp_277,that is really reliant first and foremost on security being available and stable for those civilians to feel safe in order to return there,pro-israeli,1
bbc_369, leila sadat a former special adviser on crimes against humanity at the international criminal court told the bbc that facilities critical to the survival of civilians should be protected unless a military body has some concrete evidence to suggest otherwise,pro-israeli,1
jp_191,our enemies have contributed nothing but destruction and are forgettable even while they live,anti-israeli,3
bbc_188,hours after the strike people in tehran burned israeli and us flags in protest,pro-palestinian,2
jp_380,davids slingnbspin 2018 davids sling was used against two missiles being fired from syria but it has not been used operationally since then,anti-palestinian,4
jp_588,at a april demonstration held on alquds day in isfahan the last friday of ramadan the imam of isfahan ayatollah yousef tabatabainejad declared rdquoit is our obligation to support the oppressed muslims who have been oppressed and we hope that with divine providence in this path of resistance we will be able to wipe the zionist regime off the face of the earth,pro-palestinian,2
aj_423,lawmakers in the united states have slammed the international criminal courts iccs decision to seek arrest warrants for senior israeli officials accused of war crimes in gaza with some republicans threatening to impose consequences against the international tribunal,anti-palestinian,4
bbc_155,these sites are known and so i think it is very difficult for us to understand how these strikes happen,anti-israeli,3
jp_212,ldquochaos reigns uncheckedrdquo tweeted furat nassar in a video showing a man firing several shots in the air in the middle of a crowded street in nazareth in broad daylight,anti-palestinian,4
jp_63,rdquoldquolisten the un security council called for a ceasefire but it also called for a release of the hostagesrdquo argued a biden aide,pro-israeli,1
bbc_103, the idf meanwhile said that hamas and islamic jihad fighters were barricading themselves inside firing from inside the shifa emergency room and maternity ward and throwing explosive devices from the shifa burn ward,anti-palestinian,4
bbc_116,the study is the latest report from a respected international network the integrated food security phase classification known as ipc,pro-israeli,1
jp_594,"rdquo
nbsp
the hamas list also promised to make islamic law ldquothe main source of legislation in palestine and respect public freedoms",pro-palestinian,2
jp_355,khan is ldquocreating a false symmetry between the democratically elected leaders of israel and the terrorist chieftainsrdquo netanyahu said,pro-israeli,1
jp_238,the purpose of the police activity is to maintain the routine life as much as possible and to allow the parade participants as well as other pedestrians and worshippers of all religions to reach their destinations safely and securely,pro-israeli,1
bbc_128,since eight this morning im here,neutral,0
bbc_186,more than 33000 gazans have been killed in israels offensive in gaza since then the hamasrun health ministry says the majority of them civilians,anti-israeli,3
jp_375,in 2014 operation protective edge lasted six weeks and some 2100 palestinians were killed including 1462 civilians,pro-israeli,1
nyt_24,over 1000 air reservists threaten to stop serving as israels political crisis grows,anti-palestinian,4
jp_213,rdquoldquowhat is important is that in an emergency the staff knows what to do with each child where to take them where the safe area is for each structure who the home front command contact is what is in the shelter what equipmentrdquo she explained,pro-israeli,1
nyt_300,and his first response was that israel is sticking to its objectives of the destruction of hamass military and governing capabilities,anti-israeli,3
jp_467,ldquoi tell this to the french the americans everyonerdquo lapid said,neutral,0
jp_44,students are afraid she says adding that even in scotland where she lives there are serious problems,anti-israeli,3
bbc_422,the metropolitan police said it had held regular discussions with organisers the palestinian solidarity campaign psc to minimise disruption,pro-palestinian,2
jp_1,the organizers sought something that would do justice to the occasion and wow the audience,pro-palestinian,2
bbc_492,cambridge university gaza protest continues ahead of ceremonies french intelligence officials believe russia is behind a stunt in which five coffins draped in a french flag and bearing the inscription french soldiers of ukraine were deposited near the eiffel tower,pro-palestinian,2
bbc_365,house republicans cancelled scheduled testimony by mayor muriel bowser following the arrests after pressuring dc officials to clear the protests,pro-palestinian,2
bbc_536,after the three male hostages were rescued from a familys apartment in nuseirats urban refugee camp the israeli military says there was a gunfight with the hamas guards,pro-israeli,1
jp_497,nbspthe plot of the novelon her own is about nina a teenage girl from sderot born to irena a ukrainian immigrant and single mother,neutral,0
bbc_119,the sohr which uses an extensive network of contacts in syria said the alleged israeli strikes also caused multiple injuries some serious,anti-israeli,3
bbc_98,the us government among others has dangled the old familiar prize of a future palestinian state to encourage both palestinian leaders and their arab allies to unite around their vision,neutral,0
bbc_10, we need our artists our cultural workers to be finding a way through to find a language that can speak a way through as part of finding a political solution,neutral,0
jp_54,but the second intifada was also brought under control by the eventual completion of the west bank security barrier to limit infiltrations,pro-israeli,1
jp_456,ldquoyou canrsquot promote economic cooperation when you hold hostile views toward the palestiniansrdquo he remarked,anti-palestinian,4
jp_332,but little has been done to dispute them other than to note the groupsrsquo statuses as human rights ngos,pro-palestinian,2
jp_193,while the beam can reach its target at the speed of light and notably faster than a missile it must remain on each target for several seconds to destroy it how long cannot be revealed and largely depends on the threat variant the strength of the beam and its distance from the target,anti-palestinian,4
bbc_240,the president and his administration have worked hard to stop a wider allout war in the middle east even as they funnelled massive supplies of arms to israel that have been used to devastating and deadly effect in gaza,anti-israeli,3
bbc_534,farright ministers are pressuring mr netanyahu to ignore washingtons diplomacy and have threatened to quit his governing coalition and trigger its collapse if the usbacked proposal goes forward seeing it as a surrender to hamas,anti-palestinian,4
bbc_352,the israeli response has seen intense bombardment of all parts of gaza from the air and a ground invasion that has seen troops take control of most of the territory before withdrawing most troops,anti-israeli,3
aj_158," 
 
a young girl in gaza says witnessing all the death and destruction in israels war has made her ugly",anti-israeli,3
bbc_338,however the city has been repeatedly hit by deadly israeli air strikes,anti-israeli,3
bbc_312,in undated footage filmed under duress omri miran says he has been held for 202 days and keith siegel mentions this weeks passover holiday indicating the clips were filmed recently,anti-israeli,3
bbc_404,tens of thousands of palestinians have fled the fighting and bombardment,anti-israeli,3
jp_20,the idf on wednesday night killed a terror cell in the west bank using a drone an unusual move generally reserved for targeting major terrorists or rocketfiring cells in gaza,anti-palestinian,4
jp_328,there are new deals and initiatives moving forward,neutral,0
jp_594,"nbsp
ldquopublic funds are the right of all the palestinian people and should be used in financing comprehensive palestinian development in a manner that achieves justice away from abuse corruption and embezzlementrdquo hamas said in its election program",pro-palestinian,2
jp_209,if and when the peace talks with israel resume abbas is sure to face a radical reaction from the palestinians,anti-palestinian,4
jp_567,they stayed in erez,neutral,0
nyt_537,they say the way people actually died was suffocation or being crushed by the aid trucks themselves,neutral,0
bbc_126,they hit the tent without any warning we were staying in the tent as a group of journalists peacefully with no terrorists among us ali hamad a photographer told reuters news agency,pro-palestinian,2
jp_107,a powerful exhibition featuring the personal testimonies of 25 brave women who experienced the horrors of october 7th is launching at the museum of tolerance jerusalem in the presence of the president of the state of israel,anti-palestinian,4
nyt_490,over the past week a total of seven bodieshave been brought back to israelfor burial after being retrieved by israeli soldiers and intelligence officers,neutral,0
aj_93,5bn in unworld bank report the initial assessment which describes the level of destruction in gaza as unprecedented is likely to be an underestimate of the real damages losses and needs in the palestinian enclave,anti-israeli,3
jp_210,nbspldquogrowing up idan always made me feel secure and i could always depend on him for everything,pro-israeli,1
jp_213,elwyn staff created special activities for the children to do while they were in shelters to try to make the time pass more calmly,pro-israeli,1
bbc_158,israel says the strikes which killed the workers were a grave mistake and has promised an investigation,anti-israeli,3
bbc_273,the israeli strike was very much a demonstration of capability and perhaps intent he said noting that almost all of the more than 300 drones and missiles iran fired at israel last weekend had been intercepted while israel had fired one perhaps two missiles at a target and caused damage,anti-palestinian,4
jp_138,rdquo he was given a criminal caution for inciting racial hatred by west yorkshire police for this move the guardian reported in 2014,pro-israeli,1
bbc_152,all three were hit during the strike,neutral,0
bbc_478,the protesters had called on the university to cut ties with defence companies and israeli universities and for it to call for an immediate unconditional and permanent ceasefire in gaza,pro-palestinian,2
jp_148,i remember the excitement and my wish and i think this is characteristic of young people that age regardless whether they are israeli or not whether it is a holocaust trip or not to experience something great,neutral,0
jp_61,the ldquobattle with the enemy must continue on all fronts until the liberation of the holy sites and the arab and islamic landsrdquo it said in a statement,pro-palestinian,2
jp_457,rdquoin all likelihood kronish does not endorse gramscirsquos pessimism of the intellect ndash even if the considerable obstacles in israel the west bank and gaza make it seem reasonable to do so,neutral,0
aj_169,4 million displaced palestinians have sought shelter while planning to send a team to further truce talks in qatar after mocking a ceasefire proposal by hamas as ridiculous,pro-israeli,1
bbc_460,israeli air force iaf aircraft had conducted an intelligencebased strike in the area of rafah against significant terror targets in the area of rafah on sunday it said,anti-israeli,3
aj_35,this live page is now closed,neutral,0
bbc_185,what happened on 7 october is just one thing that happened in many long years of oppressionx0080 our struggle will continue until we are free,pro-palestinian,2
bbc_520,it comes as the parties prepare to launch their manifestos next week setting out what they plan to do if they form the next government,anti-palestinian,4
jp_587,passport holder described hellish conditions inside gaza without water food or shelter,pro-israeli,1
bbc_226,the iranians seem to want to cool the two weeks of crisis and threats that started with the israeli strike on their diplomatic compound in damascus,anti-palestinian,4
bbc_301,activists have been calling for universities to divest from genocide and to stop investing large school endowments in companies involved in weapons manufacturing and other industries supporting israels war in gaza,pro-palestinian,2
bbc_368,the announcement of the deal sparked mixed reactions in kenya with some concerned about their safety,pro-israeli,1
jp_558,"rdquo
israel has repeatedly warned that it would not tolerate tehranrsquos efforts to establish a permanent military presence in the syrian golan and has admitted to hundreds of strikes against targets belonging to iran and its proxy hezbollah",anti-israeli,3
jp_412,and they want to ask everyone in the world mdashall the screamers the indifferent the experts the academics the knowledgeable the passives the perfectly outraged the righteous the indignant the haters the leaders the loversmdashevery single one of us why,pro-israeli,1
